档号	姓名	人员性质	性别	岗位设置单位	身份证号
j4612	姚赲嬡	人代	女	粴蚋大学	330523810201302
j4844	高仺渻	公办	男	顒蜓大学	330523197705232312
j5176	章酜苝	人代	男	讜褃大学	330682198609175012
j5186	章蛥瘠	公办	男	鹓蛬大学	330523197709295417
j5467	程媶龋	公办	男	硻阨大学	330523197206143016
j5565	谢蝯弘	人代	女	榚槴大学	330523801203212
j5600	曾锵鶖	人代	女	埿庪大学	330523198208085424
j5672	雷鐔袚	人代	男	尐棳大学	330523198109082519
j5855	潘弼榷	人代	女	線軑大学	330523198711270029
j153	马祫讁	人代	男	駖晛大学	330523830824341
j407	王嶍襟	人代	男	袊疿大学	362222197909064853
j605	方赼嵷	公办	女	痧罞大学	330523197611151829
j798	水绾秭	人代	女	椻於大学	330523198308254547
j1566	孙抳籎	公办	男	贼崞大学	330523197710105617
j1581	孙孱三	人代	女	撚咤大学	371427198202121947
j1759	李犸联	公办	男	吇噻大学	330523198005190013
j1775	李澭俞	公办	女	槻躠大学	330523197707163023
j1931	李薦慾	公办	男	苞獨大学	330523197602124319
j2243	汪荤掣	人代	女	鸜隱大学	330523198601230042
j2256	汪梪搨	人代	女	蛾軅大学	330523198806156229
j2437	芮夁飢	人代	男	棇訿大学	330523198406111312
j2630	陈諉孨	公办	女	廤惽大学	33052319750919112X
j3133	杨鶩凂	公办	女	灸閎大学	330523198108132123
j3746	张錵与	人代	女	箇撟大学	330523198102044720
j4016	郑懒謟	公办	男	悌毃大学	330523197707113616
j4142	赵籦媺	人代	男	噤繬大学	33052319870301472X
j4349	顾楱鬚	人代	男	筅硟大学	330523198306291117
j4952	黄跘椮	公办	男	桏鉉大学	330523197210273235
j4989	黄地爝	人代	男	炁韑大学	330523197907135617
j5016	黄濎叛	人代	男	礊琧大学	362202198008150059
j5042	黄琇太	人代	男	刑篢大学	330523198203053917
j5063	曹癓浍	公办	男	慟鮇大学	330523197202136417
j5251	熊騦喊	人代	女	薡姿大学	362222197811253525
j5400	蒋蜱舽	人代	女	浪惿大学	330523810115622
j5505	傅驱砅	人代	女	鴾軂大学	330523198311144728
j5670	雷巷倸	公办	男	盍樻大学	330523197709120035
j132	马农鹊	公办	女	楄抅大学	330523760212392
j187	卞邺鍛	人代	女	洁碵大学	330523198507100081
j275	王祤堻	公办	女	劤噂大学	330523196005284125
j279	王呀鬿	公办	男	疿甉大学	33052319790210431X
j283	王脇嗈	人代	女	盜瞙大学	330523198807160043
j323	王檤椁	公办	女	絝留大学	330523197512073925
j619	方睵蒂	人代	女	瑮蕧大学	330501198908240829
j797	水琵臱	公办	男	穞黈大学	330523196011294514
j844	田壿訿	人代	女	錬磶大学	330523198908304122
j871	叶鰩塏	人代	女	骠葙大学	330523199012083923
j890	叶赒邶	公办	男	芟槳大学	330523197308064511
j934	史獘涂	人代	女	虣嘥大学	330523198703282521
j1120	吕囀鮥	人代	女	嚏楝大学	33052319890501412x
j1238	朱叛慨	人代	女	泂讚大学	330523198605030523
j1258	朱鴾犢	人代	男	櫃耍大学	33088119901113571X
j1271	朱疒仉	人代	女	覓舌大学	330523198309275622
j1369	刘塋郸	人代	女	桺鄞大学	362426198510019541
j1408	刘餏曤	人代	女	铍犆大学	330523198703184729
j1509	江嚤屦	人代	女	舰砼大学	37098319860816010X
j1558	孙娟榢	公办	女	鹦糴大学	330523196603064122
j1578	孙灚馔	公办	男	麼赻大学	330523197002154151
j1580	孙瀝桓	人代	女	闬妏大学	330523198405030721
j1747	项身铎	公办	男	砺情大学	330523195611094511
j1757	李侟褲	公办	女	鹄椵大学	330523197910264524
j1777	李辳吓	人代	女	靘箓大学	330523198809020722
j1787	李货彧	人代	男	朇瞠大学	330523198704023011
j1813	李脖秓	公办	女	必悚大学	330523195810283921
j1827	李媤從	人代	女	勫慈大学	330523198212064343
j1890	李鵭濧	公办	男	衭韁大学	330502196709210018
j2067	吴剅砒	人代	女	沑硡大学	330523198809021362
j2089	吴稲娴	人代	男	爻颛大学	330682199008084435
j2093	吴齿联	人代	女	肙媭大学	330521199008120522
j2233	汪亦喾	人代	男	豊璹大学	330523198512153217
j2415	邵首箂	人代	女	纉偍大学	330523198712026626
j2460	陆纡沵	公办	女	镨鶭大学	330523198009154327
j2622	陈韇黒	公办	男	短区大学	330523197910254318
j2624	陈琮岷	公办	女	籑溫大学	330523198102093928
j2639	陈鈃郗	人代	女	閴浲大学	330523198809041320
j2679	陈雬狆	人代	女	奸湵大学	33052319880408134X
j2710	陈绸巼	人代	女	捡英大学	33052319711001456X
j3087	邱澈肫	人代	女	旵鴂大学	330523198811193227
j3141	杨賖魰	公办	女	抇崨大学	330523197002023928
j3143	杨択汏	公办	男	篛裇大学	330523195707304114
j3199	杨姚刼	公办	女	厔敧大学	330523196902014520
j3219	杨騖躾	人代	女	殥鵰大学	330523198209164327
j3428	单甫湭	公办	男	厧芣大学	330523197208206439
j3538	周篸夸	公办	女	煼瑾大学	330523196602084121
j3564	周阂玠	人代	女	薸瀍大学	330523198903222363
j3586	周澥蕊	人代	女	殗蠎大学	342923198812143120
j3589	周钿嫨	人代	女	衝闾大学	330523198410174121
j3596	周檍襹	人代	女	昕殟大学	33052319850905412X
j3613	周鬅冔	公办	男	笮刚大学	330523195611194512
j3789	张潁夑	人代	女	鞉銄大学	330523198606300046
j3849	张琨骊	人代	女	侺旧大学	330523198908220025
j3866	张箯垸	人代	女	賓镡大学	33050199001164922
j3922	张銞區	人代	女	淿縏大学	330523198609293427
j4060	胡乛堢	公办	男	檇傊大学	330523621003411
j4061	胡朳蝱	人代	女	胟跁大学	330523198710113929
j4082	胡扆湵	人代	女	兮檊大学	330523198701121820
j4086	胡阊茣	公办	男	畻斴大学	330523195404183917
j4090	胡騹諒	公办	男	旫艅大学	330523195504133917
j4135	赵踝謪	人代	女	礮嬼大学	330523198912183320
j4202	徐煗矧	公办	男	谌脺大学	330523197805063210
j4217	徐巐谿	人代	女	駃擩大学	330523198612250049
j4295	俞項酵	公办	男	拻嫋大学	330523680301431
j4307	俞嶛麞	人代	女	爱請大学	330683199008101641
j4351	顾齣蔩	人代	女	葞瀱大学	330523830708642
j4389	施鮧鲩	公办	男	馕骛大学	330523621117391
j4531	费齭侏	人代	女	覮瘷大学	330501199006021349
j4605	姚歿恧	人代	女	稒誆大学	330523198607294143
j4607	姚衝聖	人代	男	链倂大学	330523198202174311
j4778	倪昖疏	公办	男	趧嗆大学	330523196608184115
j4825	高餈芫	人代	女	涐碣大学	330523198509276224
j4917	梁唟蕔	人代	女	庋詁大学	330523197508264526
j4951	黄蛹衱	公办	女	殤圗大学	330523197904104348
j4953	黄氀鄷	公办	女	坔工大学	330523800608392
j4958	黄踀蛨	人代	女	眓輪大学	330523198211263922
j5001	黄顝奞	人代	女	鲦燐大学	33052319870509054X
j5203	章籡涛	人代	女	逦倦大学	330523198502065424
j5285	郝漙碢	公办	男	定抑大学	33052319550806391X
j5290	董渙琬	公办	男	鎍鼣大学	330523196410154113
j5313	董幬薎	公办	女	坔策大学	330523196211134320
j5362	彭汗砂	人代	女	刅媨大学	330523198909121328
j5394	蒋旁迅	人代	女	杲麉大学	330523198702031341
j5569	童尉娛	人代	女	餘獕大学	330523198307145226
j5706	蔡廪苨	人代	女	嶼豥大学	33052319811029472X
j5708	蔡舖闀	人代	女	摊谳大学	330523198805043927
j5811	康橹噰	公办	男	呔纱大学	330523195409054137
j5814	康较橝	公办	女	埊鎉大学	330501198106130863
j5829	潘曩畗	人代	女	斄呭大学	330523198508053926
j5832	潘锫啕	人代	男	饌渗大学	330523197012134111
j5841	潘碅祂	人代	男	烿硕大学	33052319911129411x
j5845	潘淝症	公办	女	熂瘇大学	330523198110263923
j5869	潘油陨	人代	男	鲠羜大学	330523198506236219
g8.109	李譧兕	固定工	男	晢騭大学	330523571117451
g9.54	张聢遊	固定工	男	訢懬大学	330523630118395
g9.233	范趇駂	公办	男	妙鱢大学	330523196606223934
j261	王絛鹸	公办	男	毋城大学	330523196912104319
j266	王叧谵	公办	女	鋱粡大学	330501197405070026
j338	王葰挠	人代	男	囇佭大学	330523198402230058
j466	王撣嚳	公办	男	鶀珉大学	330523197201103218
j514	王趮鴽	人代	男	占杕大学	330523198206233913
j732	丛蝄閍	人代	女	氱饋大学	220182198105228229
j757	孔藄桭	人代	女	主檸大学	330523198909063623
j877	叶薂殈	公办	男	亇浝大学	330523197512253918
j953	冯乣剗	人代	女	愬樴大学	330501198902226225
j971	卢央姄	公办	男	答浞大学	330523581004391
j977	卢趃霨	公办	男	幸氰大学	330523197604275014
j979	卢嗩痴	人代	男	坧尨大学	330523198909084715
j1052	阮儥貴	公办	男	愆珕大学	330523641106431
j1151	华椘飙	公办	男	鏜淟大学	330523600810431
j1243	朱眳麿	人代	男	业樄大学	330523790311523
j1248	朱嶑秬	人代	女	歠燸大学	330682198607211227
j1374	刘喉匭	人代	女	頤塡大学	330421199011200026
j1439	刘鵹颢	人代	男	镉捿大学	36242819810910411X
j1751	项弒穮	公办	男	鏝貒大学	330523196509183918
j1835	李紦竒	人代	女	怬橛大学	330523198007144520
j1841	李逸勋	人代	女	郜茔大学	36253119780225182X
j1914	李蓓邃	固定工	男	跔鮴大学	330523196412073915
j1937	李鱔壏	公办	女	歷蝏大学	330523197612094520
j2114	吴怬哐	人代	女	荢檕大学	330523198207254521
j2172	肖悧茟	公办	女	唠勏大学	330523750815392
j2421	邵鳎撍	公办	男	驖憷大学	33050119810121083X
j2422	邵桭覲	人代	女	喼甔大学	330523197802244323
j2596	陈猝捨	人代	男	評鋧大学	330523198209214312
j2620	陈獱悥	公办	男	韀狸大学	330523197912314310
j2805	陈籩偓	公办	女	釢咹大学	330523197312295822
j3104	邱宫鯙	人代	男	鲲葴大学	330523198308301112
j3142	杨盘妖	人代	女	搶隊大学	330523198605220028
j3156	杨獆简	人代	男	癫栽大学	330501199012066412
j3206	杨漀婝	公办	女	釁秴大学	330523197704173920
j3335	罗驙节	人代	女	陪鉮大学	330523197103164527
j3512	易馹氓	人代	男	餙知大学	362201197802171833
j3622	周昸踫	公办	男	鎃涘大学	330523195707314312
j3845	张眲姕	人代	男	枇逺大学	360302198207202011
j3899	张甖餠	公办	男	汽袪大学	330523720922541
j4106	胡箓准	人代	女	堢竼大学	330523198510243227
j4261	徐躽蠭	人代	女	颐鏧大学	330523198210010069
j4291	俞骥鏀	人代	男	欌電大学	330523198905101311
j4298	俞塖矞	人代	女	糭可大学	330226198510180804
j4404	施惢銚	人代	女	踛江大学	330523197604050026
j4613	姚裛箷	人代	男	龤鍑大学	330523830207521
j4615	姚啻詢	人代	女	賽髫大学	330521199005081521
j4770	倪粋墱	公办	男	鶪煃大学	330523550105411
j4802	郭擑濔	人代	男	笐掅大学	330523197911224313
j5154	管斏酪	人代	男	譓蟙大学	330523197912106415
j5196	章隺鍕	公办	男	骩膢大学	330523196007264515
j5230	凌巐週	人代	女	姺檿大学	330523198901062167
j5457	程鲱粯	公办	男	惸愽大学	330523197511024718
j5497	付垤沗	人代	女	踀瑻大学	330523198210162126
j5543	谢譍衱	公办	男	彅錁大学	330523630323391
j5597	曾粒剽	人代	女	丈唼大学	330523198302274520
j5598	曾拔碤	人代	男	瀻扁大学	330523198209206611
j5652	詹冹猴	人代	女	珋澰大学	330523198606244128
j5790	饶笽沧	公办	女	帩才大学	330502650406002
j5844	潘鏱蛘	公办	男	婒儉大学	330523196804274310
j5864	潘歘祀	公办	男	魴趠大学	330523197511224111
j5868	潘埪璆	公办	男	兄坝大学	330523760907411
j5908	戴更雉	人代	女	揨鏺大学	330523197512175024
g8.1	丁葩癤	固定工	女	攲渽大学	330523196307253025
g8.63	朱湢豛	合同工	男	麺鼾大学	330523197002251816
g8.64	朱鏰膽	固定工	女	疰髍大学	330523196308200021
g8.70	刘殻粬	固定工	女	惧旹大学	330523196009103029
g8.112	李鬂鋥	合同工	女	鉝狋大学	330523196511043420
g8.143	汪慞譹	合同工	女	胘拧大学	330523680716002
g8.150	汤灚錘	固定工	男	鎪韞大学	330523196206246213
g8.163	邵吰崓	固定工	男	杻萄大学	330523195611215010
g8.169	陈馱輔	固定工	女	缸掄大学	330523196610255824
g9.2	何袺犉	固定工	男	杈枷大学	330523195405050016
g9.94	喻亃潽	固定工	女	刯肐大学	330523196204205020
g9.167	章踻踦	固定工	女	烵腽大学	33052319640625252X
j104	马膻猬	公办	女	懶撿大学	330523760217132
j382	王婲艨	人代	女	揰軭大学	330523198901150028
j408	王穆氪	人代	男	骗闼大学	330523197901013934
j1268	朱嵙繳	公办	女	批碴大学	330523196805103644
j1839	李壨晀	人代	女	奌娨大学	330523198806180528
j2026	吴晑鱀	人代	女	汶丙大学	330523197808193221
j2240	汪暈楧	公办	男	闦腶大学	330523196207144737
j2372	宋藋趤	人代	女	璘兕大学	330523199007300022
j2610	陈剖鈩	公办	女	岉蠥大学	330523197707142521
j2688	陈蝡揠	公办	男	跽鈯大学	330523196311270012
j2722	陈鉳档	人代	女	暳潰大学	330523199006024521
j3534	周毇蔤	公办	男	昮蠞大学	330523580309471
j3774	张铈奍	公办	男	鋄兜大学	330523580125183
j3776	张鴛皁	公办	女	箙蟹大学	330523196204293649
j3921	张渞魄	公办	女	掄鴢大学	330523197309063422
j3984	郑阴幛	公办	男	郋毖大学	330523660306131
j4044	胡猫潵	公办	女	蔪銧大学	330523197102085624
j4052	胡鷣瞠	公办	男	羲嚸大学	330523195405013610
j4148	赵嫃踋	人代	女	耕殪大学	339005198807175120
j4188	查畫煮	公办	男	隘謖大学	33052319570712341X
j5111	龚尓鸫	人代	男	秖图大学	330523198212060035
j5190	章鍪匑	公办	男	铤狀大学	330523570922641
j5488	傅藛讱	公办	女	巣解大学	330523197101022322
g8.68	刘謹繐	合同工	女	丏瓍大学	330523198111220028
g8.69	刘鑅鋔	人代	女	计橺大学	330523198209010045
g8.101	严肵窠	合同工	女	馁滑大学	330523650709004
g8.118	李鐍箬	合同工	女	儇蠋大学	330523196810130022
g8.132	肖咺餻	合同工	女	讟嶡大学	330523196504175249
g8.159	宋謃禛	合同工	女	鞢楄大学	330523196902072544
g9.4	何巛陡	合同工	女	聉拘大学	330523196911180029
g9.23	林跘淐	公办	女	虌蝔大学	330523197603154528
g9.50	张忮騗	合同工	女	填怯大学	33052319610527002X
g9.64	郑彦限	合同工	女	諶掾大学	330523196611140025
g9.133	黄濻欥	合同工	女	眲檎大学	33052319770922132X
g9.160	程装娇	合同工	女	忊儾大学	330523196509020027
j138	马刓銉	人代	女	蟎蚶大学	330523198202216622
j395	王晥恫	人代	女	帡堌大学	330106198309260086
j524	王栮錩	人代	女	盺儘大学	330523198607020062
j2511	沈宅捲	人代	女	戰餇大学	330523198711276623
j2647	陈磳搳	合同工	女	琢拱大学	330523660403004
j2931	何倱禄	公办	女	臘隁大学	330523197802210844
j2932	何鍰皍	公办	女	猦詿大学	33052319781230182X
j3130	杨覬鯡	合同工	女	炪篆大学	330523197008010028
j3266	林豽鏖	人代	女	裸閼大学	330523198710310041
j3276	林磯檤	人代	女	赣漂大学	330523198612056625
j3548	周緙狔	人代	女	頸崯大学	330523198603250047
j3574	周鳇箉	合同工	女	樱胥大学	330523196501133422
j3842	张滌傖	公办	女	祈呸大学	330523195901101329
j4069	胡藛奙	公办	女	韷枧大学	330523196101111822
j4306	俞琼趙	人代	女	鈉勜大学	33052319861015052x
j4676	夏麴荶	人代	女	烘燤大学	330523198512010064
j5045	黄箄鍵	人代	女	瓺漗大学	330523198507185628
j5087	盛煸痐	合同工	女	仴灇大学	330523680827007
j5098	龚簇蜠	人代	女	嘀囈大学	33052319860813052X
j5898	泮鐃懟	人代	女	頍侇大学	330523198210091321
g8.17	王制気	固定工	男	掿经大学	330523195604170037
g9.156	葛蚏岚	固定工	女	錡涪大学	330523620830004
j7	丁郹酶	公办	男	孥趛大学	330502641224001
j19	丁驄枓	公办	男	縊面大学	33052319771229321X
j419	王曽瑍	公办	男	檲寊大学	330523196903242517
j879	叶仟釅	公办	男	娡赕大学	330523196408251336
j1013	厉寻峌	公办	男	哦睭大学	330523197706141818
j1293	朱懜玛	公办	女	饭戗大学	33052319711222662X
j1401	刘稟岪	公办	男	襗究大学	330106196908044036
j2098	吴虲囿	公办	女	聾訟大学	330523197209024741
j2175	肖讷盙	公办	女	厎钢大学	330523197211170027
j2306	汤涂煇	公办	女	鄴焢大学	330523197110010024
j2772	陈嵦蚦	公办	男	豶迾大学	330523197104043612
j3088	邱迨閤	公办	男	欙熋大学	33052319700428091X
j3124	杨犯艱	公办	男	览礻大学	33052319711219033X
j3618	周觴瘹	公办	女	鲛荺大学	330702197105140042
j3698	金爥赯	公办	男	鬬兲大学	330106630523009
j3753	张秌璝	公办	女	傄玌大学	330523195810120022
j3841	张腭窠	公办	男	眉洲大学	330523197211094730
j3928	张秢媥	人代	男	猋声大学	330523198012116217
j4083	胡邮岹	公办	男	涚屻大学	330502196910220015
j4479	洪俅咷	公办	女	羨鐵大学	330902197504260026
j4578	姚虊濗	公办	男	鹐矻大学	330523196411053015
j4594	姚椉嗰	公办	男	棫螬大学	330523196609083076
j4598	姚銩囇	公办	男	廂慥大学	330523196809211810
j4718	袁墱鎷	公办	男	蒝壚大学	330523701019003
j4729	钱疪偋	公办	女	紶增大学	330523197904050028
